dataset_name,target_name,target_name_hlsp,from where?,comments
odgxt9010,V-T-CRA,V-T-CRA,check for missing data from archive,He/Be
ldgx10010,V-T-ORI,V-T-ORI,check for missing data from archive,He/Be
ldgx12010,V-T-ORI,V-T-ORI,check for missing data from archive,He/Be
odgx11010,V-T-ORI,V-T-ORI,check for missing data from archive,He/Be
o62n02010,HD284419,V-T-TAU,check for missing data from archive,only G230M in this program/MJD
o4gm01010,T-TAU,V-T-TAU,check for missing data from archive,only G750L in this program/MJD
o4gm01020,T-TAU,V-T-TAU,check for missing data from archive,only G750L in this program/MJD
o4gm01040,T-TAU,V-T-TAU,check for missing data from archive,only G750L in this program/MJD
ocd857010,CD-34D7151,V-TW-HYA,check for missing data from archive,no complete coverage at these epochs
o64w57030,TW-HYDRAE,V-TW-HYA,check for missing data from archive,no complete coverage at these epochs
o64w57040,TW-HYDRAE,V-TW-HYA,check for missing data from archive,no complete coverage at these epochs
o64w57050,TW-HYDRAE,V-TW-HYA,check for missing data from archive,no complete coverage at these epochs
o64w57060,TW-HYDRAE,V-TW-HYA,check for missing data from archive,no complete coverage at these epochs
o64w57070,TW-HYDRAE,V-TW-HYA,check for missing data from archive,no complete coverage at these epochs
o64w57080,TW-HYDRAE,V-TW-HYA,check for missing data from archive,no complete coverage at these epochs
ob6n01020,V-TW-HYA,V-TW-HYA,check for missing data from archive,no complete coverage at these epochs
obi101010,V-TW-HYA,V-TW-HYA,check for missing data from archive,no complete coverage at these epochs
obi101020,V-TW-HYA,V-TW-HYA,check for missing data from archive,no complete coverage at these epochs
obi102010,V-TW-HYA,V-TW-HYA,check for missing data from archive,no complete coverage at these epochs
obi102020,V-TW-HYA,V-TW-HYA,check for missing data from archive,no complete coverage at these epochs
ob6n01010,V-TW-HYA,V-TW-HYA,check for missing data from archive,no complete coverage at these epochs
ob6n01030,V-TW-HYA,V-TW-HYA,check for missing data from archive,no complete coverage at these epochs
ob6n01bdq,V-TW-HYA,V-TW-HYA,check for missing data from archive,no complete coverage at these epochs
ob6n01040,V-TW-HYA,V-TW-HYA,check for missing data from archive,no complete coverage at these epochs
ob6n01050,V-TW-HYA,V-TW-HYA,check for missing data from archive,no complete coverage at these epochs
oec631020,2DFS-163,2DFS-163,SNAP data quality check,GSFAIL
oec643020,AV6,AV-6,SNAP data quality check,GSFAIL
oec63d020,HV5622,HV-5622,SNAP data quality check,GSFAIL
oec62h020,LMCX-4,LMCX-4,SNAP data quality check,EXPSHORT; LOCKLOST; TDF-DOWN
oec62c020,VFTS-190,VFTS-190,SNAP data quality check,GSFAIL
oec62v020,SK-68D140,SK-68D140,SNAP data quality check,GSFAIL
oec631010,2DFS-163,2DFS-163,SNAP data quality check,GSFAIL
oec643010,AV6,AV-6,SNAP data quality check,GSFAIL
oec693010,AV22,AV-22,SNAP data quality check,GSFAIL
oec693020,AV22,AV-22,SNAP data quality check,GSFAIL
oec689010,AV362,AV-362,SNAP data quality check,GSFAIL
oec689020,AV362,AV-362,SNAP data quality check,GSFAIL
oec60p010,N11-ELS-060,N11-ELS-060,SNAP data quality check,GSFAIL
oec63d010,HV5622,HV-5622,SNAP data quality check,GSFAIL
oec62j010,BI184,BI-184,SNAP data quality check,GSFAIL
oec62h010,LMCX-4,LMCX-4,SNAP data quality check,EXPSHORT; LOCKLOST; TDF-DOWN
oec62v010,SK-68D140,SK-68D140,SNAP data quality check,GSFAIL
oec61j010,PGMW3120,PGMW-3120,SNAP data quality check,Contaminating star in the slit
oec61j020,PGMW3120,PGMW-3120,SNAP data quality check,Contaminating star in the slit
oec62s020,BI128,BI-128,SNAP data quality check,target was removed from the ULLYSES sample in Cycle 28
oec62s010,BI128,BI-128,SNAP data quality check,target was removed from the ULLYSES sample in Cycle 28
oec655020,AV104,AV-104,SNAP data quality check,Ok data. We are not using the dataset due to a small velocity offset between the G430L exposures that would affect the coadd
oec670020,AV210,AV-210,SNAP data quality check,Ok data. We are not using the dataset due to a small velocity offset between the G430L exposures that would affect the coadd
oec654020,AV215,AV-215,SNAP data quality check,Ok data. We are not using the dataset due to a small velocity offset between the G430L exposures that would affect the coadd
oec63r020,SK-68D8,SK-68D8,SNAP data quality check,Ok data. We are not using the dataset due to a small velocity offset between the G430L exposures that would affect the coadd
oec63v020,SK-66D50,SK-66D50,SNAP data quality check,Ok data. We are not using the dataset due to a small velocity offset between the G430L exposures that would affect the coadd
oec62g020,SK-67D101,SK-67D101,SNAP data quality check,Ok data. We are not using the dataset due to a small velocity offset between the G430L exposures that would affect the coadd
oec63w020,SK-67D207,SK-67D207,SNAP data quality check,Ok data. We are not using the dataset due to a small velocity offset between the G430L exposures that would affect the coadd
d030030200000,PGMW3120,PGMW-3120,FUSE data quality check,This is actually the star PGMW-3102
f049010600000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
m717170200000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
s405710200000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
p223010600000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
p223010200000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
f049010700000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
p103010100000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
s405710400000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
p223010500000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
f049010400000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
x024020200000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
f049011300000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
m717090100000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
p223010400000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
s405710100000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
f049011100000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
f049010900000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
m717170100000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
f049010800000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
p223010700000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
p223010800000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
p223010300000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
s405710300000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
m114231100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m112260200000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133015700000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133014000000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m114230900000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133010900000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133015800000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133012500000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133012100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133014300000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133011000000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133011300000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133013600000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133011800000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133011400000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m114230300000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m114230800000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m114230400000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133015600000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133012400000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133011600000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m114230500000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133016000000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
s505550100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m998330100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133010100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m114230200000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
s505550200000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133012900000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133015200000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133012700000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133016200000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
s405300200000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133010200000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m114231000000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133015000000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133014700000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133014400000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133012800000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133013700000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133012600000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133013900000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133013800000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133013300000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133012000000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133018000000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133011200000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133013400000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133016100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133011900000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133011700000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133012200000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133013100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133015100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133010800000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133015300000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m114230600000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
s405300400000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133012300000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133014800000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133015900000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133015500000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
s405300100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m717150100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m114230100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133013500000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133014600000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133013000000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133010600000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133011100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133010500000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
s405300500000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133010300000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133015400000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133014500000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133011500000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133010700000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133010400000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m112260100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133013200000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133014900000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133014200000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m114230700000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
s405300300000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m114240100000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
p103060400000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123026400000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
p103060200000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123026500000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123026600000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123026800000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
p103060300000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
p103060100000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123026700000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123026300000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123027000000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123027200000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
p117520100000,[MPG]_368,NGC346-MPG-368,Initial FUSE data search,Unvetted extra FUSE data
p117570100000,[MPG]_368,NGC346-MPG-368,Initial FUSE data search,Unvetted extra FUSE data
p117550100000,[MPG]_368,NGC346-MPG-368,Initial FUSE data search,Unvetted extra FUSE data
i811040300000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811042100000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i801020400000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811041600000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811040100000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811042000000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811040700000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811041800000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811041100000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811041700000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i801010600000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811040900000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811040800000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811040600000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811041500000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
s405930100000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i801010500000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811041000000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i904030200000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811040200000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
p103070400000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811041900000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811040500000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
m717160200000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811040400000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i801021500000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811041300000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811041200000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811041400000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
c155021300000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155021100000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155020100000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155020700000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
i801090100000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155021200000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155020300000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155021000000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155020400000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155020500000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155021400000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155020200000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155020600000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155020800000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
s405540100000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
x020010100000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
x020010200000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155020900000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155021500000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155021600000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
f321010400000,H53-47,MOA-J010321.3-720538,Initial FUSE data search,Unvetted extra FUSE data
f321010100000,H53-47,MOA-J010321.3-720538,Initial FUSE data search,Unvetted extra FUSE data
f321010300000,H53-47,MOA-J010321.3-720538,Initial FUSE data search,Unvetted extra FUSE data
a123027700000,[M2002]_83750,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123027100000,[M2002]_83750,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123027400000,[M2002]_83750,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123028100000,[M2002]_83750,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123027600000,[M2002]_83750,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123026900000,[M2002]_83750,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123027500000,[M2002]_83750,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123027300000,[M2002]_83750,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123027800000,[M2002]_83750,SK-188,Initial FUSE data search,Unvetted extra FUSE data
s405390200000,Sk_-6714,SK-67D14,Initial FUSE data search,Unvetted extra FUSE data
m717220100000,Sk_-6714,SK-67D14,Initial FUSE data search,Unvetted extra FUSE data
p117420200000,Sk_-6714,SK-67D14,Initial FUSE data search,Unvetted extra FUSE data
p117420300000,Sk_-6714,SK-67D14,Initial FUSE data search,Unvetted extra FUSE data
s405390300000,Sk_-6714,SK-67D14,Initial FUSE data search,Unvetted extra FUSE data
s405390100000,Sk_-6714,SK-67D14,Initial FUSE data search,Unvetted extra FUSE data
p117180200000,BAT99_105,BAT99-105,Initial FUSE data search,Unvetted extra FUSE data
p117180400000,BAT99_105,BAT99-105,Initial FUSE data search,Unvetted extra FUSE data
b086030100000,Sk_-6635,SK-66D35,Initial FUSE data search,Unvetted extra FUSE data
d153010300000,SK-67_105,SK-67D105,Initial FUSE data search,Unvetted extra FUSE data
d153010100000,SK-67_105,SK-67D105,Initial FUSE data search,Unvetted extra FUSE data
d153010600000,SK-67_105,SK-67D105,Initial FUSE data search,Unvetted extra FUSE data
d153010400000,SK-67_105,SK-67D105,Initial FUSE data search,Unvetted extra FUSE data
d153010200000,SK-67_105,SK-67D105,Initial FUSE data search,Unvetted extra FUSE data
e511190100000,[M2002]_15830,BI-13,Initial FUSE data search,Unvetted extra FUSE data
m727660100000,[M2002]_152366,SK-67D167,Initial FUSE data search,Unvetted extra FUSE data
m114210100000,[M2002]_152366,SK-67D167,Initial FUSE data search,Unvetted extra FUSE data
p117190200000,[M2002]_152366,SK-67D167,Initial FUSE data search,Unvetted extra FUSE data
d030020100000,[PGMW]_3090,PGMW-3070,Initial FUSE data search,Unvetted extra FUSE data
s701130100000,[PGMW]_3090,PGMW-3070,Initial FUSE data search,Unvetted extra FUSE data
d175020100000,[M2002]_77458,AV-490,Initial FUSE data search,Unvetted extra FUSE data
d175010200000,[M2002]_77458,AV-490,Initial FUSE data search,Unvetted extra FUSE data
e511420100000,[M2002]_170808,SK-68D137,Initial FUSE data search,Unvetted extra FUSE data
p117440200000,[M2002]_25077,SK-67D20,Initial FUSE data search,Unvetted extra FUSE data
c002010100000,[M2002]_38024,AV-177,Initial FUSE data search,Unvetted extra FUSE data
p103150400000,Sk_-7145,SK-71D45,Initial FUSE data search,Unvetted extra FUSE data
p103150100000,Sk_-7145,SK-71D45,Initial FUSE data search,Unvetted extra FUSE data
p103150200000,Sk_-7145,SK-71D45,Initial FUSE data search,Unvetted extra FUSE data
s405270200000,Sk_-7145,SK-71D45,Initial FUSE data search,Unvetted extra FUSE data
s405270100000,Sk_-7145,SK-71D45,Initial FUSE data search,Unvetted extra FUSE data
a118020300000,AV_70,AV-70,Initial FUSE data search,Unvetted extra FUSE data
m114220400000,[M2002]_134666,SK-67D101,Initial FUSE data search,Unvetted extra FUSE data
p117340200000,[M2002]_134666,SK-67D101,Initial FUSE data search,Unvetted extra FUSE data
m114220100000,[M2002]_134666,SK-67D101,Initial FUSE data search,Unvetted extra FUSE data
p117340100000,[M2002]_134666,SK-67D101,Initial FUSE data search,Unvetted extra FUSE data
m114220200000,[M2002]_134666,SK-67D101,Initial FUSE data search,Unvetted extra FUSE data
m114220300000,[M2002]_134666,SK-67D101,Initial FUSE data search,Unvetted extra FUSE data
g036010300000,[M2002]_17438,AV-81,Initial FUSE data search,Unvetted extra FUSE data
g036010100000,[M2002]_17438,AV-81,Initial FUSE data search,Unvetted extra FUSE data
s405990200000,Sk_-67104,SK-67D104,Initial FUSE data search,Unvetted extra FUSE data
m112080200000,Sk_-67104,SK-67D104,Initial FUSE data search,Unvetted extra FUSE data
m112080100000,Sk_-67104,SK-67D104,Initial FUSE data search,Unvetted extra FUSE data
p117290100000,BI_272,BI-272,Initial FUSE data search,Unvetted extra FUSE data
a049140200000,Sk_-718,SK-71D8,Initial FUSE data search,Unvetted extra FUSE data
i812060100000,NGC346_1,AV-232,Initial FUSE data search,Unvetted extra FUSE data
p203020100000,NGC346_1,AV-232,Initial FUSE data search,Unvetted extra FUSE data
x020020100000,NGC346_1,AV-232,Initial FUSE data search,Unvetted extra FUSE data
i812090100000,NGC346_1,AV-232,Initial FUSE data search,Unvetted extra FUSE data
i801080100000,NGC346_1,AV-232,Initial FUSE data search,Unvetted extra FUSE data
i812050100000,NGC346_1,AV-232,Initial FUSE data search,Unvetted extra FUSE data
x015010200000,AV_332,AV-332,Initial FUSE data search,Unvetted extra FUSE data
p117560100000,[MPG]_355,NGC346-ELS-007,Initial FUSE data search,Unvetted extra FUSE data
z912130100000,Sk_-652,SK-65D2,Initial FUSE data search,Unvetted extra FUSE data
i812070100000,Sk_-70115,SK-70D115,Initial FUSE data search,Unvetted extra FUSE data
p215020100000,HD38029,HD-38029,Initial FUSE data search,Unvetted extra FUSE data
e511330100000,[M2002]_135697,SK-67D108,Initial FUSE data search,Unvetted extra FUSE data
q107010600000,[M2002]_71614,AV-456,Initial FUSE data search,Unvetted extra FUSE data
q107010100000,[M2002]_71614,AV-456,Initial FUSE data search,Unvetted extra FUSE data
q107010300000,[M2002]_71614,AV-456,Initial FUSE data search,Unvetted extra FUSE data
q107010400000,[M2002]_71614,AV-456,Initial FUSE data search,Unvetted extra FUSE data
q107010200000,[M2002]_71614,AV-456,Initial FUSE data search,Unvetted extra FUSE data
d138020100000,NGC1818-D1,NGC1818-ROB-D1,Initial FUSE data search,Unvetted extra FUSE data
h079020100000,HD_33133,SK-66D51,Initial FUSE data search,Unvetted extra FUSE data
z912240100000,AV506,AV-506,Initial FUSE data search,Unvetted extra FUSE data
p117170100000,Sk_-6769,SK-67D69,Initial FUSE data search,Unvetted extra FUSE data
p117160100000,HD_269810,SK-67D211,Initial FUSE data search,Unvetted extra FUSE data
b010050100000,N11_32,N11-ELS-032,Initial FUSE data search,Unvetted extra FUSE data
a049010200000,Sk_-6618,SK-66D18,Initial FUSE data search,Unvetted extra FUSE data
p117310200000,Sk_-67191,SK-67D191,Initial FUSE data search,Unvetted extra FUSE data
e511120100000,AV480,AV-480,Initial FUSE data search,Unvetted extra FUSE data
p117410100000,Sk_-6841,SK-68D41,Initial FUSE data search,Unvetted extra FUSE data
p203050100000,[MPG]_324,NGC346-ELS-007,Initial FUSE data search,Unvetted extra FUSE data
e511210100000,[M2002]_33780,SK-68D15,Initial FUSE data search,Unvetted extra FUSE data
i801010200000,Sk_-68135,SK-68D135,Initial FUSE data search,Unvetted extra FUSE data
i801010100000,Sk_-68135,SK-68D135,Initial FUSE data search,Unvetted extra FUSE data
d030040200000,LH103204,N11-ELS-048,Initial FUSE data search,unreliaunreliable due to contamination
p115050500000,[M2002]_19650,AV-95,Initial FUSE data search,Unvetted extra FUSE data
f907040100000,OGLE_-9999,AV-85,Initial FUSE data search,Unvetted extra FUSE data
f907020100000,OGLE_-9999,AV-85,Initial FUSE data search,Unvetted extra FUSE data
f907010100000,OGLE_-9999,AV-85,Initial FUSE data search,Unvetted extra FUSE data
p117680100000,Sk_159,AV-488,Initial FUSE data search,Unvetted extra FUSE data
p117680300000,Sk_159,AV-488,Initial FUSE data search,Unvetted extra FUSE data
p117680200000,Sk_159,AV-488,Initial FUSE data search,Unvetted extra FUSE data
p117320100000,[M2002]_137610,BI-173,Initial FUSE data search,Unvetted extra FUSE data
