target_name_std,target_name_simbad,simbad_link,target_classification,gaia_dr2_id,targ_ra,targ_dec,coordinate_epoch,host_galaxy_name,host_cluster_name,spectral_type,spectral_type_ref,sp_class,temp_class,lum_class,u_mag,u_mag_ref,b_mag,b_mag_ref,v_mag,v_mag_ref,bmv0_mag,bmv0_mag_ref,extinction_ebmv,extinction_ebmv_ref,star_teff,star_teff_ref,surface_gravity,surface_gravity_ref,star_luminosity,star_luminosity_ref,star_radius,star_radius_ref,star_mass,star_mass_ref,rotation_velocity,rotation_velocity_ref,terminal_velocity,terminal_velocity_ref,rate_massloss,rate_massloss_ref,known_binary,known_binary_ref
AV 456,AzV 456,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+456,Late O Supergiant,Gaia DR2 4687251368112248960,17.732360508499763,-72.715632478147228,2015.5,SMC,None,O9.5 Ibw,2004ApJ...610.1021E,O,9.5,I,12.15,2002ApJS..141...81M,12.93,2002ApJS..141...81M,12.83,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.36,Derived from (B-V)0,29500.0,2004ApJ...610.1021E,3.00,2004ApJ...610.1021E,5.81,2004ApJ...610.1021E,30.60,2004ApJ...610.1021E,,None,80.0,2004ApJ...610.1021E,1450.0,2004ApJ...610.1021E,7.00e-07,2004ApJ...610.1021E,False,None
AV 468,AzV 468,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+468,Late O Dwarf,Gaia DR2 4687248791131672960,18.024496047246057,-72.682394006646177,2015.5,SMC,None,O8.5 V,1987AJ.....93.1070G,O,8.5,V,13.83,2002ApJS..141...81M,14.86,2002ApJS..141...81M,15.11,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.02,Derived from (B-V)0,34700.0,2013A&A...555A...1B,4.00,2013A&A...555A...1B,4.76,2013A&A...555A...1B,6.60,"Derived from L,Teff",19.3,2013A&A...555A...1B,50.0,2013A&A...555A...1B,1540.0,2013A&A...555A...1B,7.10e-10,2013A&A...555A...1B,False,None
AV 469,AzV 469,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+469,Late O Bright Giant,Gaia DR2 4687447287341770112,18.120883617728900,-72.491410377031542,2015.5,SMC,None,O8.5 II((f)),2002ApJS..141..443W,O,8.5,II,11.91,2002ApJS..141...81M,12.96,2002ApJS..141...81M,13.12,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.11,Derived from (B-V)0,33000.0,2004ApJ...610.1021E,3.40,2004ApJ...610.1021E,5.50,2004ApJ...610.1021E,17.20,2004ApJ...610.1021E,,None,80.0,2004ApJ...610.1021E,1550.0,2004ApJ...610.1021E,1.30e-06,2004ApJ...610.1021E,False,None
AV 472,AzV 472,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+472,Early B Bright Giant,Gaia DR2 4687241472507227520,18.257826544786880,-72.763461394491429,2015.5,SMC,None,B2 Ia,1997A&A...317..871L,B,2.0,I,11.59,2002ApJS..141...81M,12.51,2002ApJS..141...81M,12.62,2002ApJS..141...81M,-0.17,1970A&A.....4..234F,0.06,Derived from (B-V)0,19000.0,2005A&A...434.1125D,2.40,2005A&A...434.1125D,,None,,None,,None,33.0,2006A&A...451..603D,,None,,None,False,None
AV 476,AzV 476,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+476,Mid O Dwarf,Gaia DR2 4687160280440944384,18.426888429418216,-73.291537813488631,2015.5,SMC,NGC 456,O2-3 V + OB,2005ApJ...627..477M,O,2.0,V,12.50,2002ApJS..141...81M,13.43,2002ApJS..141...81M,13.52,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.18,Derived from (B-V)0,40000.0,2018ApJ...868...57C,,None,5.71,2018ApJ...868...57C,14.90,"Derived from L,Teff",,None,65.0,2009ApJ...700..844P,2670.0,2005ApJ...627..477M,,None,True,2013AcA....63..323P
AV 479,AzV 479,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+479,Late O Supergiant,Gaia DR2 4686408759936714752,18.709435637608131,-73.338298107914198,2015.5,SMC,NGC 460,O9 Ib,1997A&A...317..871L,O,9.0,I,11.29,1977A&AS...30..261A,12.26,1977A&AS...30..261A,12.42,1977A&AS...30..261A,-0.26,2006A&A...457..637M,0.10,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,False,None
AV 488,SK 159,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+159,Early B Supergiant,Gaia DR2 4686413437158238208,18.995339803935888,-73.356770048404115,2015.5,SMC,NGC 465,B0.5 Iaw,1983ApJ...265..716W,B,0.5,I,10.79,1977A&AS...30..261A,11.76,1977A&AS...30..261A,11.89,1977A&AS...30..261A,-0.22,1970A&A.....4..234F,0.09,Derived from (B-V)0,27500.0,2004ApJ...610.1021E,2.90,2004ApJ...610.1021E,5.74,2004ApJ...610.1021E,32.60,2004ApJ...610.1021E,,None,80.0,2004ApJ...610.1021E,1250.0,2004ApJ...610.1021E,1.20e-06,2004ApJ...610.1021E,False,None
AV 490,AzV 490,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+490,Early B Supergiant,Gaia DR2 4686397666038575104,19.271455641343376,-73.443343248913493,2015.5,SMC,None,B0 Iwp var,1983ApJ...265..716W,B,0.0,I,12.00,2002ApJS..141...81M,13.00,2002ApJS..141...81M,13.15,2002ApJS..141...81M,-0.24,1970A&A.....4..234F,0.09,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,True,1993MNRAS.261..337R
AV 506,AzV 506,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+506,Early B Bright Giant,Gaia DR2 4686442127536358912,20.546762235712485,-73.447750013792486,2015.5,SMC,None,B0.5 II,2016ApJ...817..113L,B,0.5,II,12.38,2002ApJS..141...81M,13.36,2002ApJS..141...81M,13.53,2002ApJS..141...81M,-0.28,1970A&A.....4..234F,0.11,Derived from (B-V)0,,2018ApJ...868...57C,25700.00,None,5.10,2018ApJ...868...57C,17.90,"Derived from L,Teff",,None,,None,,None,,None,False,None
[M2002] SMC 81469,[M2002] SMC 81469,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[M2002]+SMC+81469,Late O Dwarf,Gaia DR2 4686450580031889536,21.116606069368022,-73.237487864097503,2015.5,SMC,None,O9.7 V,2019A&A...625A.104R,O,9.7,V,12.78,2002ApJS..141...81M,13.77,2002ApJS..141...81M,13.97,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.06,Derived from (B-V)0,31000.0,2019A&A...625A.104R,4.00,2019A&A...625A.104R,4.90,2019A&A...625A.104R,9.80,2019A&A...625A.104R,35.0,2019A&A...625A.104R,70.0,2019A&A...625A.104R,2100.0,2019A&A...625A.104R,4.00e-09,2019A&A...625A.104R,False,None
2dFS 3689,2dFS 3689,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+3689,Early B Dwarf,Gaia DR2 4686445941467276544,21.132265343684676,-73.363685184804893,2015.5,SMC,None,B1.5 V,2019A&A...625A.104R,B,1.5,V,14.12,2002ApJS..141...81M,15.11,2002ApJS..141...81M,15.25,2002ApJS..141...81M,-0.25,1970A&A.....4..234F,0.11,Derived from (B-V)0,22000.0,2019A&A...625A.104R,4.00,2019A&A...625A.104R,4.30,2019A&A...625A.104R,9.80,2019A&A...625A.104R,9.3,1991MNRAS.250..119B,250.0,2019A&A...625A.104R,900.0,2019A&A...625A.104R,2.00e-09,2019A&A...625A.104R,True,1991MNRAS.250..119B
2dFS 3694,2dFS 3694,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+3694,Early B Subgiant,Gaia DR2 4686500126774561280,21.143538217518227,-73.152473948132879,2015.5,SMC,None,B1 IV,2019A&A...625A.104R,B,1.0,IV,12.80,2002ApJS..141...81M,13.73,2002ApJS..141...81M,13.92,2002ApJS..141...81M,-0.26,1970A&A.....4..234F,0.07,Derived from (B-V)0,24000.0,2019A&A...625A.104R,3.60,2019A&A...625A.104R,4.69,2019A&A...625A.104R,12.80,2019A&A...625A.104R,24.0,2019A&A...625A.104R,120.0,2019A&A...625A.104R,1600.0,2019A&A...625A.104R,2.50e-09,2019A&A...625A.104R,False,None
SK 173,2dFS 3747,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+3747,Early B Bright Giant,Gaia DR2 4686499744518791040,21.409275000973484,-73.127598072215562,2015.5,SMC,None,B0.7 IIe,2019A&A...625A.104R,B,0.7,II,12.44,2002ApJS..141...81M,13.40,2002ApJS..141...81M,13.57,2002ApJS..141...81M,-0.24,1970A&A.....4..234F,0.07,Derived from (B-V)0,24000.0,2019A&A...625A.104R,3.20,2019A&A...625A.104R,5.00,2019A&A...625A.104R,18.30,2019A&A...625A.104R,19.0,2019A&A...625A.104R,120.0,2019A&A...625A.104R,1100.0,2019A&A...625A.104R,5.00e-09,2019A&A...625A.104R,False,None
2dFS 3780,2dFS 3780,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+3780,Late O Subgiant,Gaia DR2 4686448106130736256,21.647038487343384,-73.254527728881683,2015.5,SMC,None,O9.7 IV,2019A&A...625A.104R,O,9.7,IV,13.10,2002ApJS..141...81M,14.12,2002ApJS..141...81M,14.37,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.01,Derived from (B-V)0,32000.0,2019A&A...625A.104R,4.00,2019A&A...625A.104R,4.85,2019A&A...625A.104R,8.70,2019A&A...625A.104R,28.0,2019A&A...625A.104R,30.0,2019A&A...625A.104R,1900.0,2019A&A...625A.104R,3.20e-09,2019A&A...625A.104R,False,None
SK 179,SK 179,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+179,Mid B Supergiant,Gaia DR2 4686537510169762944,22.116608814640525,-72.782105258770230,2015.5,SMC,None,B6 I,1969AJ.....74..877S,B,6.0,I,12.24,2002ApJS..141...81M,12.96,2002ApJS..141...81M,13.06,2002ApJS..141...81M,-0.07,1970A&A.....4..234F,-0.03,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,False,None
SK 183,SK 183,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+183,Early O Dwarf,Gaia DR2 4686261223512720768,22.352298305279124,-73.554545998832154,2015.5,SMC,NGC 602a,O3 V((f*))z,2019A&A...625A.104R,O,3.0,V,12.51,2002ApJS..141...81M,13.59,2002ApJS..141...81M,13.82,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.05,Derived from (B-V)0,46000.0,2019A&A...625A.104R,4.10,2019A&A...625A.104R,5.61,2019A&A...625A.104R,10.10,2019A&A...625A.104R,47.0,2019A&A...625A.104R,100.0,2019A&A...625A.104R,2900.0,2019A&A...625A.104R,3.20e-08,2019A&A...625A.104R,False,None
2dFS 3947,2dFS 3947,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+3947,Early B Subgiant,Gaia DR2 4686266716775660928,22.654941094460867,-73.420664292567835,2015.5,SMC,None,B1.5 IV,2019A&A...625A.104R,B,1.5,IV,13.82,2002ApJS..141...81M,14.76,2002ApJS..141...81M,14.99,2002ApJS..141...81M,-0.25,1970A&A.....4..234F,0.02,Derived from (B-V)0,20000.0,2019A&A...625A.104R,3.80,2019A&A...625A.104R,4.33,2019A&A...625A.104R,12.20,2019A&A...625A.104R,34.0,2019A&A...625A.104R,140.0,2019A&A...625A.104R,752.0,2019A&A...625A.104R,7.90e-10,2019A&A...625A.104R,False,None
2dFS 3954,2dFS 3954,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+3954,Mid O Dwarf,Gaia DR2 4686266721070836608,22.679616742772090,-73.417817515565773,2015.5,SMC,NGC 602c,O6 V((f))z,2019A&A...625A.104R,O,6.0,V,13.93,2002ApJS..141...81M,15.01,2002ApJS..141...81M,15.27,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.02,Derived from (B-V)0,37000.0,2019A&A...625A.104R,4.20,2019A&A...625A.104R,4.75,2019A&A...625A.104R,5.80,2019A&A...625A.104R,19.0,2019A&A...625A.104R,40.0,2019A&A...625A.104R,2500.0,2019A&A...625A.104R,2.50e-09,2019A&A...625A.104R,False,None
SK 187,SK 187,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+187,Late O Giant,Gaia DR2 4686266824150046080,22.709401964771349,-73.383034664872326,2015.5,SMC,None,O8.5 III,2019A&A...625A.104R,O,8.5,III,11.93,2002ApJS..141...81M,12.99,2002ApJS..141...81M,13.18,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.08,Derived from (B-V)0,32000.0,2019A&A...625A.104R,3.60,2019A&A...625A.104R,5.40,2019A&A...625A.104R,16.40,2019A&A...625A.104R,39.0,2019A&A...625A.104R,100.0,2019A&A...625A.104R,1900.0,2019A&A...625A.104R,1.30e-08,2019A&A...625A.104R,False,None
SK 191,SK 191,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+191,Early B Supergiant,Gaia DR2 4638517336257869952,25.425303861567745,-73.843946742236142,2015.5,SMC,None,B1.5 Ia,1997A&A...317..871L,B,1.5,I,10.97,1977A&AS...30..261A,11.82,1977A&AS...30..261A,11.86,1977A&AS...30..261A,-0.18,1970A&A.....4..234F,0.14,Derived from (B-V)0,22500.0,2004A&A...417..217T,2.55,2004A&A...417..217T,5.77,2004A&A...417..217T,51.00,2004A&A...417..217T,41.0,2004A&A...417..217T,96.0,2004A&A...417..217T,425.0,2004ApJ...607..451E,6.80e-07,2004A&A...417..217T,False,None
SK -67 2,SK -67 02,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+02,Early B Supergiant,Gaia DR2 4662413606586588160,71.768553865980564,-67.114751757393364,2015.5,LMC,None,B1 Ia+ (N wk),1991PASP..103.1123F,B,1.0,I,10.49,1999MNRAS.306..279S,11.30,1999MNRAS.306..279S,11.26,1999MNRAS.306..279S,-0.19,1970A&A.....4..234F,0.20,2017AJ....154..102U,19910.0,2017AJ....154..102U,2.32,2017AJ....154..102U,,None,,None,,None,,None,,None,,None,False,None
SK -67 5,SK -67 05,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+05,Late O Supergiant,Gaia DR2 4661611169272089216,72.578877561312325,-67.660566764353632,2015.5,LMC,None,O9.7 Ib,1977ApJ...215...53W,O,9.7,I,10.27,1972A&AS....6..249A,11.22,1972A&AS....6..249A,11.34,1972A&AS....6..249A,-0.26,2006A&A...457..637M,0.14,Derived from (B-V)0,,None,,None,,None,,None,,None,90.0,2004ApJ...617.1316P,,None,,None,False,None
BI 13,BI 13,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+13,Mid O Dwarf,Gaia DR2 4661586670778905728,73.277107725595954,-68.056332651112697,2015.5,LMC,None,O6.5 V,2002ApJS..141...81M,O,6.5,V,12.58,2002ApJS..141...81M,13.66,2002ApJS..141...81M,13.75,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.18,Derived from (B-V)0,,None,,None,,None,,None,,None,118.0,2009ApJ...700..844P,,None,,None,False,None
SK -68 8,SK -68 8,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+8,Mid B Supergiant,Gaia DR2 4655510047977545984,73.430370315341094,-68.714802788251873,2015.5,LMC,None,B5 Ia+,1988ApJ...335..703F,B,5.0,I,10.39,1999MNRAS.306..279S,11.09,1999MNRAS.306..279S,11.02,1999MNRAS.306..279S,-0.09,1970A&A.....4..234F,0.16,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,False,None
SK -70 13,SK -70 13,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+13,Late O Dwarf,Gaia DR2 4655129887504341888,73.504854916305902,-69.996534417303280,2015.5,LMC,None,O9 V,1995ApJ...438..188M,O,9.0,V,11.16,2002ApJS..141...81M,12.15,2002ApJS..141...81M,12.29,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.13,Derived from (B-V)0,,None,,None,,None,,None,,None,84.0,2009ApJ...700..844P,,None,,None,False,None
SK -67 14,SK -67 14,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+14,Early B Supergiant,Gaia DR2 4661728572186283264,73.632880479390593,-67.256829766706176,2015.5,LMC,None,B1.5 Ia,2002ApJS..141..443W,B,1.5,I,10.51,1972A&AS....6..249A,11.42,1972A&AS....6..249A,11.52,1972A&AS....6..249A,-0.18,1970A&A.....4..234F,0.08,Derived from (B-V)0,22890.0,2017AJ....154..102U,2.68,2017AJ....154..102U,,None,,None,,None,88.0,2009ApJ...700..844P,,None,,None,False,None
SK -70 16,SK -70 16,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+16,Early B Supergiant,Gaia DR2 4655134599126902400,73.739030237280318,-70.041154839276089,2015.5,LMC,None,B4 I,1978A&AS...31..243R,B,4.0,I,12.19,2002ApJS..141...81M,13.04,2002ApJS..141...81M,13.10,2002ApJS..141...81M,-0.13,1970A&A.....4..234F,0.07,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,False,None
SK -67 20,HD 32109,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=HD+32109,Early WN Star,Gaia DR2 4661671882931385216,73.880609391111904,-67.500746999669659,2015.5,LMC,None,WN4 b,1996MNRAS.281..163S,WN,4.0,none,12.89,2002ApJS..141...81M,13.53,2002ApJS..141...81M,13.79,2002ApJS..141...81M,,None,0.08,2014A&A...565A..27H,158000.0,2014A&A...565A..27H,,None,5.84,2014A&A...565A..27H,1.10,2014A&A...565A..27H,25.0,2014A&A...565A..27H,,None,1600.0,2014A&A...565A..27H,3.30e-05,2014A&A...565A..27H,False,None
SK -66 17,[ELS2006] N11 011,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+011,Late O Bright Giant,Gaia DR2 4662154740348145408,73.981241459774083,-66.472390256243202,2015.5,LMC,LH 9,OC9.5 II,2006A&A...456..623E,O,9.5,II,,None,12.81,2006A&A...456..623E,12.89,2006A&A...456..623E,-0.26,2006A&A...457..637M,0.18,Derived from (B-V)0,29500.0,2008A&A...479..541H,3.15,2008A&A...479..541H,5.49,2008A&A...479..541H,,None,35.0,2008A&A...479..541H,60.0,2008A&A...479..541H,,None,,None,True,2006A&A...456..623E
SK -66 18,SK -66 18,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-66+18,Mid O Dwarf,Gaia DR2 4662202878335589376,73.999278881624832,-65.974926766842700,2015.5,LMC,None,O6 V((f)),1995ApJ...438..188M,O,6.0,V,12.23,1979A&AS...38..239I,13.30,1979A&AS...38..239I,13.50,1979A&AS...38..239I,-0.28,2006A&A...457..637M,0.08,Derived from (B-V)0,40200.0,2007A&A...465.1003M,3.76,2007A&A...465.1003M,5.55,2007A&A...465.1003M,12.20,2007A&A...465.1003M,40.7,2007A&A...465.1003M,82.0,2007A&A...465.1003M,2200.0,2007A&A...465.1003M,1.07e-06,2007A&A...465.1003M,False,None
SK -69 43,SK -69 43,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+43,Early B Supergiant,Gaia DR2 4655458160445111552,74.043599633698648,-69.260639253002864,2015.5,LMC,None,B0.5 Ia,1988ApJ...335..703F,B,0.5,I,10.96,1999MNRAS.306..279S,11.90,1999MNRAS.306..279S,11.98,1999MNRAS.306..279S,-0.22,1970A&A.....4..234F,0.10,2017AJ....154..102U,22845.0,2017AJ....154..102U,2.62,2017AJ....154..102U,,None,,None,,None,102.0,2009ApJ...700..844P,,None,,None,False,None
N11 ELS 33,[ELS2006] N11 033,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+033,Early B Giant,Gaia DR2 4662154018793644928,74.045926617757175,-66.473435411754252,2015.5,LMC,LH 9,B0 IIIn,2006A&A...456..623E,B,0.0,III,12.57,1992AJ....103.1205P,13.46,1992AJ....103.1205P,13.68,1992AJ....103.1205P,-0.30,1970A&A.....4..234F,0.08,Derived from (B-V)0,26700.0,2012A&A...537A..79R,3.20,2012A&A...537A..79R,5.05,2012A&A...537A..79R,15.70,2012A&A...537A..79R,,None,256.0,2012A&A...537A..79R,1540.0,2012A&A...537A..79R,2.50e-07,2012A&A...537A..79R,False,None
N11 ELS 49,[ELS2006] N11 049,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+049,Mid O Dwarf,Gaia DR2 4662154156232605824,74.123183609526606,-66.472495261510346,2015.5,LMC,LH 9,O7.5 V,2006A&A...456..623E,O,7.5,V,,None,13.78,2006A&A...456..623E,14.02,2006A&A...456..623E,-0.27,2006A&A...457..637M,0.03,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,True,2016AcA....66..421P
N11 ELS 51,[ELS2006] N11 051,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+051,Mid O Dwarf,Gaia DR2 4662156630134021376,74.123763704036904,-66.360794854786064,2015.5,LMC,LH 10,O5 Vn((f)),2006A&A...456..623E,O,5.0,V,,None,13.77,2006A&A...456..623E,14.03,2006A&A...456..623E,-0.28,2006A&A...457..637M,0.02,Derived from (B-V)0,41400.0,2012A&A...537A..79R,3.70,2012A&A...537A..79R,5.42,2012A&A...537A..79R,8.60,2012A&A...537A..79R,,None,350.0,2012A&A...537A..79R,2110.0,2012A&A...537A..79R,4.10e-07,2012A&A...537A..79R,False,None
N11 ELS 18,[ELS2006] N11 018,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+018,Mid O Bright Giant,Gaia DR2 4662155942939207808,74.171050191994311,-66.411261267427548,2015.5,LMC,LH 10,O6 II(f+),2006A&A...456..623E,O,6.0,II,,None,13.04,2006A&A...456..623E,13.13,2006A&A...456..623E,-0.27,2006A&A...457..637M,0.18,Derived from (B-V)0,,None,,None,,None,,None,,None,110.0,2009ApJ...700..844P,,None,,None,False,None
N11 ELS 60,[ELS2006] N11 060,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+060,Early O Dwarf,Gaia DR2 4662155839859943680,74.175577144972721,-66.415197942803388,2015.5,LMC,LH 10,O3 V((f*)),2002AJ....123.2754W,O,3.0,V,13.18,1992AJ....103.1205P,14.18,1992AJ....103.1205P,14.24,1992AJ....103.1205P,-0.28,2006A&A...457..637M,0.22,Derived from (B-V)0,48000.0,2012A&A...537A..79R,3.97,2012A&A...537A..79R,5.63,2012A&A...537A..79R,9.50,2012A&A...537A..79R,,None,68.0,2012A&A...537A..79R,2740.0,2012A&A...537A..79R,5.10e-07,2012A&A...537A..79R,False,None
N11 ELS 31,[ELS2006] N11 031,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+031,Early O Giant,Gaia DR2 4662155839859944064,74.177133972345544,-66.421727177567377,2015.5,LMC,LH 10,ON2 III(f*),2004ApJ...608.1028W,O,2.0,III,13.16,1992AJ....103.1205P,13.67,1992AJ....103.1205P,13.68,1992AJ....103.1205P,-0.28,2006A&A...457..637M,0.27,Derived from (B-V)0,56000.0,2012A&A...543A..95R,4.00,2012A&A...543A..95R,6.12,2012A&A...543A..95R,12.20,2012A&A...543A..95R,,None,71.0,2012A&A...543A..95R,3200.0,1998MNRAS.300..828P,2.20e-06,2012A&A...543A..95R,False,None
PGMW 3070,PGMW 3070,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=PGMW+3070,Mid O Dwarf,Gaia DR2 4662155839823561216,74.180309265729150,-66.417363972076899,2015.5,LMC,LH 10,O6 V,1992AJ....103.1205P,O,6.0,V,11.84,1992AJ....103.1205P,12.53,1992AJ....103.1205P,12.75,1992AJ....103.1205P,-0.28,2006A&A...457..637M,0.06,Derived from (B-V)0,,None,,None,,None,,None,,None,72.0,2009ApJ...700..844P,,None,,None,False,None
N11 ELS 46,[ELS2006] N11 046,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+046,Late O Dwarf,Gaia DR2 4662144501145651328,74.185966983057682,-66.572468046670991,2015.5,LMC,LH 9,O9.5 V,2006A&A...456..623E,O,9.5,V,,None,13.74,2006A&A...456..623E,13.98,2006A&A...456..623E,-0.26,2006A&A...457..637M,0.02,Derived from (B-V)0,33500.0,2008A&A...479..541H,4.25,2008A&A...479..541H,5.21,2008A&A...479..541H,,None,28.0,2008A&A...479..541H,205.0,2008A&A...479..541H,,None,,None,True,2008A&A...479..541H
N11 ELS 38,[ELS2006] N11 038,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+038,Mid O Giant,Gaia DR2 4662155835530951424,74.188366673478711,-66.419660998288307,2015.5,LMC,LH 10,O5 III(f+),2006A&A...456..623E,O,5.0,III,12.89,1992AJ....103.1205P,13.81,1992AJ....103.1205P,13.81,1992AJ....103.1205P,-0.28,2006A&A...457..637M,0.28,Derived from (B-V)0,40500.0,2012A&A...537A..79R,3.70,2012A&A...537A..79R,5.67,2012A&A...537A..79R,14.00,2012A&A...537A..79R,,None,100.0,2012A&A...537A..79R,2600.0,2012A&A...537A..79R,1.21e-06,2012A&A...537A..79R,False,None
PGMW 1363,PGMW 1363,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=PGMW+1363,Late O Supergiant,Gaia DR2 4662151201295065344,74.188702979995455,-66.493613975174938,2015.5,LMC,LH 9,O8.5 Iaf,1992AJ....103.1205P,O,8.5,I,11.66,1999MNRAS.306..279S,12.61,1999MNRAS.306..279S,12.69,1999MNRAS.306..279S,-0.26,2006A&A...457..637M,0.18,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,False,None
PGMW 3120,PGMW 3120,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=PGMW+3120,Mid O Dwarf,Gaia DR2 4662155938610167296,74.194978729392986,-66.413009734740356,2015.5,LMC,LH 10,O5.5 V((f*)),1992AJ....103.1205P,O,5.5,V,11.71,1992AJ....103.1205P,12.73,1992AJ....103.1205P,12.80,1992AJ....103.1205P,-0.28,2006A&A...457..637M,0.21,Derived from (B-V)0,,None,,None,,None,,None,,None,111.0,2009ApJ...700..844P,,None,,None,False,None
LMCe055-1,[MNM2015] LMCe055-1,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[MNM2015]+LMCe055-1,Early WN Star,Gaia DR2 4655168748370602880,74.203402719546759,-69.611280555165564,2015.5,LMC,None,WN4 /O4,2017ApJ...837..122M,WN,4.0,none,15.07,2004AJ....128.1606Z,16.05,2004AJ....128.1606Z,16.15,2004AJ....128.1606Z,-0.28,2006A&A...457..637M,0.18,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,True,2011AcA....61..103G
N11 ELS 20,[ELS2006] N11 020,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ELS2006]+N11+020,Mid O Supergiant,Gaia DR2 4662150754618543360,74.209604480803748,-66.517753856774945,2015.5,LMC,LH 9,O5 Inf+p,2010AJ....139.1283W,O,5.0,I,,None,12.96,2006A&A...456..623E,13.18,2006A&A...456..623E,-0.28,2006A&A...457..637M,0.06,Derived from (B-V)0,,None,,None,,None,,None,,None,260.0,2010AJ....139.1283W,,None,,None,False,None
SK -65 2,SK -65 2,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-65+2,Early B Dwarf,Gaia DR2 4662311042791128832,74.214721284396802,-65.519004042196798,2015.5,LMC,None,B1 V,1995ApJ...438..188M,B,1.0,V,11.89,2004AJ....128.1606Z,12.51,2004AJ....128.1606Z,12.65,2004AJ....128.1606Z,-0.26,1970A&A.....4..234F,0.12,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,False,None
