#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-05-13T14:55:56 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ627e6ea9187225	
#INFO	-out.max=unlimited	
#INFO	queryParameters=50	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-sort=_r
#-nav=cat:I/353&tab:{I/353/gsc242}&key:source=I/353&HTTPPRM:&
#-c=237.509 -49.510
#-c.eq=J2000
#-c.r=  19
#-c.u=arcmin
#-c.geom=r
#-source=I/353/gsc242
#-order=I
#-out.orig=standard
#-out=GSC2
#-out=RA_ICRS
#-out=DE_ICRS
#-out=objID
#-out=Epoch
#-out=Class
#Class==0
#-out=Gmag
#-out=OMag
#-out=Bjmag
#-out=Fpgmag
#-out=Epgmag
#-out=Npgmag
#-out=Umag
#-out=Bmag
#-out=Vmag
#-out=umag
#umag=<15
#-out=gmag
#-out=rmag
#-out=imag
#-out=zmag
#-out=ymag
#-out=Jmag
#-out=Hmag
#-out=Ksmag
#-out=Zmag
#-out=Ymag
#-out=W1mag
#-out=W2mag
#-out=W3mag
#-out=W4mag
#-out=FUVmag
#-out=NUVmag
#-out=a
#-out=e
#-out=PA
#
#INFO	-c=237.509000-49.510000,rm=19.	
#Constraint -bmark=POST

#RESOURCE=yCat_1353
#Name: I/353
#Title: The Guide Star Catalog, Version 2.4.2 (GSC2.4.2) (STScI, 2020)
#Coosys	H:	ICRS
#Table	I_353_gsc242:
#Name: I/353/gsc242
#Title: records of GSC 2.4.2
#Column	_r	(F7.4)	Distance from center (237.50900000000-49.51000000000)[ICRS], at Epoch of catalog (Epoch)	[ucd=pos.angDistance]
#Column	GSC2	(a10)	GSC2 Public ID (hstID)	[ucd=meta.id;meta.main]
#Column	RA_ICRS	(F15.11)	Right Ascension (ICRS) at Ep=Epoch (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F15.11)	Declination (ICRS) at Ep=Epoch (dec)	[ucd=pos.eq.dec;meta.main]
#Column	objID	(I15)	Database ID	[ucd=meta.id;meta.dataset]
#Column	Epoch	(F9.3)	Epoch of coordinate	[ucd=time.epoch]
#Column	Class	(I1)	[0/4]? Object classification code (classification) (1) [NULL integer written as an empty string]	[ucd=meta.code.class]
#Column	Gmag	(F9.6)	? Gaia G band magnitude (gaiaGmag)	[ucd=phot.mag;em.opt]
#Column	OMag	(F9.6)	? Photographic O band magnitude (OpgMag)	[ucd=phot.mag;em.opt.B]
#Column	Bjmag	(F9.6)	? Photographic Blue magnitude (JpgMag)	[ucd=phot.mag;em.opt.B]
#Column	Fpgmag	(F9.6)	? Photographic Red magnitude (FpgMag)	[ucd=phot.mag;em.opt.R]
#Column	Epgmag	(F9.6)	? Photographic E band magnitude (EpgMag)	[ucd=phot.mag;em.opt.R]
#Column	Npgmag	(F9.6)	? Photographic Near-IR magnitude (NpgMag)	[ucd=phot.mag;em.opt.I]
#Column	Umag	(F9.6)	? U band magnitude	[ucd=phot.mag;em.opt.U]
#Column	Bmag	(F9.6)	? B band magnitude	[ucd=phot.mag;em.opt.B]
#Column	Vmag	(F9.6)	? V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	umag	(F6.3)	? SDSS u band magnitude (SDSSuMag)	[ucd=phot.mag;em.opt.U]
#Column	gmag	(F7.3)	? SDSS g band magnitude (SDSSgMag)	[ucd=phot.mag;em.opt.B]
#Column	rmag	(F6.3)	? SDSS r band magnitude (SDSSrMag)	[ucd=phot.mag;em.opt.R]
#Column	imag	(F6.3)	? SDSS i band magnitude (SDSSiMag)	[ucd=phot.mag;em.opt.I]
#Column	zmag	(F6.3)	? SDSS z band magnitude (SDSSzMag)	[ucd=phot.mag;em.opt.I]
#Column	ymag	(F7.4)	? PanSTARRS y band magnitude (PS1yMag)	[ucd=phot.mag;em.opt.V]
#Column	Jmag	(F7.3)	? 2MASS J band magnitude (tmassJmag)	[ucd=phot.mag;em.IR.J]
#Column	Hmag	(F7.3)	? 2MASS H band magnitude (tmassHmag)	[ucd=phot.mag;em.IR.H]
#Column	Ksmag	(F7.3)	? 2MASS Ks band magnitude (tmassKsmag)	[ucd=phot.mag;em.IR.K]
#Column	Zmag	(F6.3)	? VISTA Z band magnitude (VistaZMag)	[ucd=phot.mag;em.opt.I]
#Column	Ymag	(F7.3)	? VISTA Y band magnitude (VistaYmag)	[ucd=phot.mag;em.IR.J]
#Column	W1mag	(F6.3)	? WISE W1 (3.4um) band magnitude (WISEw1Mag)	[ucd=phot.mag;em.IR.3-4um]
#Column	W2mag	(F6.3)	? WISE W2 (4.6um) band magnitude (WISEw2Mag)	[ucd=phot.mag;em.IR.4-8um]
#Column	W3mag	(F6.3)	? WISE W3 (12um) band magnitude (WISEw3Mag)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	W4mag	(F6.3)	? WISE W4 (22um) band magnitude (WISEw4Mag)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	FUVmag	(F6.3)	? GALEX FUV band magnitude	[ucd=phot.mag;em.UV]
#Column	NUVmag	(F6.3)	? GALEX NUV band magnitude	[ucd=phot.mag;em.UV]
#Column	a	(F9.3)	? SemiMajor diameter of object (gsc2semiMajorAxis)	[ucd=phys.angSize]
#Column	e	(F6.3)	? Eccentricity of object (gsc2eccentricity)	[ucd=src.orbital.eccentricity]
#Column	PA	(F5.1)	? Position Angle (North thru East) (gsc2positionAngle)	[ucd=pos.posAng;instr.det]
_r;GSC2;RA_ICRS;DE_ICRS;objID;Epoch;Class;Gmag;OMag;Bjmag;Fpgmag;Epgmag;Npgmag;Umag;Bmag;Vmag;umag;gmag;rmag;imag;zmag;ymag;Jmag;Hmag;Ksmag;Zmag;Ymag;W1mag;W2mag;W3mag;W4mag;FUVmag;NUVmag;a;e;PA
18.4273;S8U7000513;237.10971122724;-49.34604771905;    22302333513; 2015.500;0;11.621293;         ;         ;         ;         ;         ;         ;12.340000;11.743000;12.948; 12.013;11.581;11.486;      ;       ; 10.554; 10.331; 10.219;      ;       ;10.110;10.165;10.180; 8.730;      ;      ;         ;      ;
18.4596;S8U7000477;237.16457190975;-49.29923019582;    22302333477; 2015.500;0;11.401512;         ;12.863400;11.151100;         ;10.802500;         ;13.097000;11.819000;14.557; 12.419;11.373;10.961;      ;       ;  9.486;  8.898;  8.682;      ;       ; 8.586; 8.683; 8.572; 8.044;      ;      ;    9.437; 0.175;  0.9
18.5048;S8U7000409;237.34127202068;-49.22157621289;    22302333409; 2015.500;0;19.686424;         ;12.795100;11.971400;         ;11.809200;         ;12.674000;12.268000;13.628; 12.444;12.197;12.179;      ;       ; 11.350; 11.178; 11.170;      ;       ;11.068;11.127;11.742; 9.255;      ;      ;    7.231; 0.097; 64.2
18.5662;S8U7000539;237.06669089025;-49.39565181743;    22302333539; 2015.500;0;12.645801;         ;13.430400;12.396700;         ;12.114700;         ;13.191000;12.747000;14.037; 12.946;12.630;12.573;      ;       ; 11.641; 11.463; 11.368;      ;       ;11.388;11.408;11.076; 8.285;      ;      ;    4.923; 0.055;174.2
18.6913;S8U7000598;237.03070774719;-49.48653804569;    22302333598; 2015.500;0;13.232544;         ;13.996900;12.682300;         ;12.083600;         ;         ;         ;14.817; 13.451;13.180;13.115;      ;       ; 12.075; 11.848; 11.824;      ;       ;11.401;11.459;12.035; 8.598;      ;      ;    5.401; 0.272; 53.0
18.7882;S8U7008036;237.14836590732;-49.71845951632;   223023338036; 2015.500;0;13.258054;         ;14.437700;13.051600;         ;12.485600;         ;14.064000;13.377000;14.941; 13.710;13.165;12.966;      ;       ; 11.981; 11.745; 11.638;      ;       ;11.607;11.666;12.018; 8.528;      ;      ;    5.870; 0.157; 29.0
18.8284;S8U7000753;237.27227898717;-49.78382658646;    22302333753; 2015.500;0;18.417271;         ;13.136500;11.802900;         ;12.339700;         ;13.333000;12.695000;13.871; 12.990;12.519;12.338;      ;       ; 11.567; 11.238; 11.200;      ;       ;10.681;10.756;11.120; 8.960;      ;      ;    9.313; 0.394; 37.5
18.8391;S8U7000436;237.21884333412;-49.25918393915;    22302333436; 2015.500;0;10.254413;         ;         ;         ;         ;         ;         ;10.515000;10.311000;10.800; 10.579;10.343;10.486;      ;       ;  9.925;  9.916;  9.834;      ;       ; 9.793; 9.840;10.073; 8.994;      ;      ;         ;      ;
18.9640;S8U7000763;237.57424081621;-49.82323388507;    22302333763; 2015.500;0;12.873663;         ;13.639100;12.830400;         ;12.584300;         ;         ;         ;14.171; 13.091;12.821;12.779;      ;       ; 11.808; 11.511; 11.475;      ;       ;11.426;11.449;11.820; 8.823;      ;      ;    5.854; 0.063; 42.8
18.9660;S8U7022165;237.60409397818;-49.20002786408;  2230233322165; 2015.500;0;13.078759;         ;13.996300;12.997500;         ;12.970500;         ;         ;         ;14.364; 13.257;13.052;13.073;      ;       ; 12.070; 11.877; 11.851;      ;       ;11.769;11.846;12.536; 9.265;      ;      ;    5.852; 0.155; 40.5
18.9737;S8U7000761;237.58021151115;-49.82285163072;    22302333761; 2015.500;0;11.709022;         ;         ;         ;         ;         ;         ;12.328000;11.689000;13.015; 11.774;11.624;11.803;      ;       ; 11.002; 10.905; 10.845;      ;       ;10.775;10.816;10.899; 8.831;      ;      ;         ;      ;

